Song Name,URL,Artist,Lyrics
FUK SUMN,https://genius.com/Kanye-west-and-ty-dolla-sign-fuk-sumn-lyrics,"¥$, Kanye West & Ty Dolla $ign","[Intro: Criminal Manne & Kilo G]
Smokin' on a junt with my niggas drinkin' OE
Stop off, stop off at the liquor store, get your 'yac, then we headed for the indo
Smokin' on a junt with my niggas drinkin' OE
Stop off, stop off at the liquor store, get your 'yac, then we headed for the indo

[Chorus: Ty Dolla $ign]
I'm tryna fuck somethin' right now
That lil' ho, she tryna fuck somethin' right now
I'm, I'm tryna fuck somethin' right now
That lil' ho, she tryna fuck somethin' right now

[Post-Chorus: Playboi Carti]
Shawty wanna fuck? Woah
I'ma let her hop on somethin'
Shawty wanna fuck? Woah
I'ma let her hop on somethin'
Shawty wanna fuck? Woah
I'ma let her hop on somethin'
Shawty wanna fuck? Woah
I'ma let her hop on somethin'

[Verse 1: Playboi Carti]
Ooh, ooh, right now
Shawty wanna fuck on me, I told her, ""Let's go now""
Dressed in all her fashion, she tryna show out
Miami, Bal Harbour, before I tote, uh, ah
I'm on the G6 brackin' shit with my pole, hah
All-black Brabus truck, lookin' like my soul just went out
All of my vibes is tens, gotta keep them close, they might jump out
We might go spin and spin, just clearin' that ho before we cool out [Chorus: Ty Dolla $ign]
I'm tryna fuck somethin' right now
That lil' ho, she tryna fuck somethin' right now
I'm, I'm tryna fuck somethin' right now
That lil' ho, she tryna fuck somethin' right now

[Bridge: Kanye West]
Baby, don't keep me up, yeah, keep me up
Don't wanna beat me up, yeah, beat me up
Baby, don't keep me up, yeah, keep me up
Don't wanna beat me up, yeah, beat me up
We comin' down swervin'
This the real, not a version
Even Jesus ain't marry a virgin
No weapon formed against us will win

[Verse 2: Kanye West]
We comin' down swervin'
This the real, not a version
I don't care who you fucked, you a virgin to me
You a perve and to me, baby perfect to me
Hold my coat, hold my drink
On my own, come with me
Shawty wanna fuck on somethin'
Fuck on me, suck on me publicly [Interlude: Travis Scott]
La Flame, baby, you on fire (La Flame)
La Flame, baby, you on fire
La Flame, baby, you on fire (La Flame)
La Flame, baby, you on fire (Fire)

[Verse 3: Travis Scott & Ty Dolla $ign]
Yeah, she feelin' herself, yeah, she feelin' on me (Yeah)
Only sign I can give you is that one plus two is three (Oh)
Blocked her number and that shit started with three-somethin'
Meetin' at the threesome, we 'bout to have a mean one
I'm tryna fuck somethin' right now (Woo)
Brown skin, but you know I had her creamin'
Janet Jackson by the way I had her screamin'
She hit the group chat, say, ""That nigga had me fiendin'""

[Chorus: Ty Dolla $ign]
I'm tryna fuck somethin' right now
That lil' ho, she tryna fuck somethin' right now
I'm, I'm tryna fuck somethin' right now
That lil' ho, she tryna fuck somethin' right now

[Post-Chorus: Playboi Carti]
Shawty wanna fuck? Woah
I'ma let her hop on somethin'
Shawty wanna fuck? Woah
I'ma let her hop on somethin'
Shawty wanna fuck? Woah
I'ma let her hop on somethin'
Shawty wanna fuck? Woah
I'ma let her hop on somethin'"
When I Was Your Man,https://genius.com/Bruno-mars-when-i-was-your-man-lyrics,Bruno Mars,"Same bed, but it feels just a little bit bigger now
Our song on the radio, but it don't sound the same
When our friends talk about you, all it does is just tear me down
'Cause my heart breaks a little when I hear your name

It all just sounds like 
Mm, too young, too dumb to realize

That I should've bought you flowers
And held your hand
Shoulda gave you all my hours
When I had the chance
Take you to every party
'Cause all you wanted to do was dance
Now my baby's dancin'
But she's dancin' with another man

Uh, my pride, my ego, my needs, and my selfish ways
Caused a good, strong woman like you to walk out my life
Now I'll never, never get to clean up the mess I made, oh
And that haunts me every time I close my eyes
See Bruno Mars Live
Get tickets as low as $129
You might also like

It all just sounds like 
Mm, too young, too dumb to realize

That I should've bought you flowers
And held your hand
Shoulda gave you all my hours
When I had the chance
Take you to every party
'Cause all you wanted to do was dance
Now my baby's dancin'
But she's dancin' with another man

Although it hurts
I'll be the first to say that
I was wrong
Oh, I know I'm probably much too late
To try and apologize for my mistakes
But I just want you to know

I hope he buys you flowers
I hope he holds your hand
Give you all his hours
When he has the chance
Take you to every party
'Cause I remember how much you love to dance
Do all the things I should've done
When I was your man
Do all the things I should've done
When I was your man
180"
Stan,https://genius.com/Eminem-stan-lyrics,Eminem,"My tea's gone cold, I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could, it'd all be grey
But your picture on my wall
It reminds me that it's not so bad, it's not so bad

My tea's gone cold, I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could, it'd all be grey
But your picture on my wall
It reminds me that it's not so bad, it's not so bad

Dear Slim, I wrote you, but you still ain't callin'
I left my cell, my pager and my home phone at the bottom
I sent two letters back in autumn, you must not've got 'em
There probably was a problem at the post office or somethin'
Sometimes I scribble addresses too sloppy when I jot 'em
But anyways, fuck it, what's been up, man? How's your daughter?
My girlfriend's pregnant too, I'm 'bout to be a father
If I have a daughter, guess what I'ma call her? I'ma name her Bonnie
I read about your Uncle Ronnie too, I'm sorry
I had a friend kill himself over some bitch who didn't want him
I know you probably hear this every day, but I'm your biggest fan
I even got the underground shit that you did with Skam
I got a room full of your posters and your pictures, man
I like the shit you did with Rawkus too, that shit was phat
Anyways, I hope you get this, man, hit me back
Just to chat, truly yours, your biggest fan, this is Stan
You might also like

My tea's gone cold, I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could, it'd all be grey
But your picture on my wall
It reminds me that it's not so bad, it's not so bad

Dear Slim, you still ain't called or wrote, I hope you have a chance
I ain't mad, 
I just think it's fucked up you don't answer fans
If you didn't want to talk to me outside your concert, you didn't have to
But you coulda signed an autograph for Matthew
That's my little brother, man, he's only six years old
We waited in the blisterin' cold for you, for four hours, and you just said, ""no""
That's pretty shitty, man, you're like his fuckin' idol
He wants to be just like you, man, he likes you more than I do
I ain't that mad, though I just don't like bein' lied to
Remember when we met in Denver?
 You said if I'd write you, you would write back
See, I'm just like you in a way: I never knew my father neither
He used to always cheat on my mom and beat her
I can relate to what you're sayin' in your songs
So when I have a shitty day, I drift away and put 'em on
'Cause I don't really got shit else, so that shit helps when I'm depressed
I even got a tattoo with your name across the chest
Sometimes I even cut myself to see how much it bleeds
It's like adrenaline, the pain is such a sudden rush for me
See, everything you say is real, and I respect you 'cause you tell it
My girlfriend's jealous 'cause I talk about you 24/7
But she don't know you like I know you, Slim, no one does
She don't know what it was like for people like us growin' up
You gotta call me, man, I'll be the biggest fan you'll ever lose
Sincerely yours, Stan—P.S. We should be together too

My tea's gone cold, I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could, it'd all be grey
But your picture on my wall
It reminds me that it's not so bad, it's not so bad

Dear Mr. I'm-Too-Good-to-Call-or-Write-My-Fans
This'll be the last package I ever send your ass
It's been six months, and still no word—I don't deserve it?
I know you got my last two letters, I wrote the addresses on 'em perfect
So this is my cassette I'm sendin' you, I hope you hear it
I'm in the car right now, I'm doin' ninety on the freeway
Hey, Slim, I drank a fifth of vodka, you dare me to drive?
You know the song by Phil Collins, ""In the Air of the Night""
About that guy who coulda saved that other guy from drownin'
But didn't, then Phil saw it all, then at a show he found him?
That's kinda how this is: you coulda rescued me from drownin'
Now it's too late, I'm on a thousand downers now—I'm drowsy
And all I wanted was a lousy letter or a call
I hope you know I ripped all of your pictures off the wall
I loved you, Slim, we coulda been together—think about it!
You ruined it now, I hope you can't sleep and you dream about it
And when you dream, I hope you can't sleep and you scream about it
I hope your conscience eats at you and you can't breathe without me
See, Slim—shut up, bitch! I'm tryin' to talk
Hey, Slim, that's my girlfriend screamin' in the trunk
But I didn't slit her throat, I just tied her up—see? I ain't like you
'Cause if she suffocates she'll suffer more and then she'll die too
Well, gotta go, I'm almost at the bridge now
Oh, shit, I forgot—how am I supposed to send this shit out?!

My tea's gone cold, I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could, it'd all be grey
But your picture on my wall
It reminds me that it's not so bad, it's not so bad

Dear Stan, I meant to write you sooner, but I just been busy
You said your girlfriend's pregnant now, how far along is she?
Look, I'm really flattered you would call your daughter that
And here's an autograph for your brother; I wrote it on a Starter cap
I'm sorry I didn't see you at the show, I must've missed you
Don't think I did that shit intentionally just to diss you
But what's this shit you said about you like to cut your wrists too?
I say that shit just clownin', dawg, come on, how fucked up is you?
You got some issues, Stan, I think you need some counselin'
To help your ass from bouncin' off the walls when you get down some
And what's this shit about us meant to be together?
That type of shit'll make me not want us to meet each other
I really think you and your girlfriend need each other
Or maybe you just need to treat her better
I hope you get to read this letter, I just hope it reaches you in time
Before you hurt yourself, I think that you'll be doin' just fine
If you relax a little, I'm glad I inspire you, but Stan
Why are you so mad? Try to understand that I do want you as a fan
I just don't want you to do some crazy shit
I seen this one shit on the news a couple weeks ago that made me sick
Some dude was drunk and drove his car over a bridge
And had his girlfriend in the trunk, and she was pregnant with his kid
And in the car they found a tape, but they didn't say who it was to
Come to think about it, his name was—it was you
Damn...
665"
Creepy Nuts - Bling-Bang-Bang-Born (Romanized),https://genius.com/Genius-romanizations-creepy-nuts-bling-bang-bang-born-romanized-lyrics,Genius Romanizations,"Yeah
, 
boy

Chiito, gifted, arawaza, wanted
Kinki, kinjite, akiraka mouten
Hansoku, ijigen, kono yo no mon de wa nai desu
Muri gee, sore kiitenai tte
Ay, raibaru kuchi wo soroete
Wow, raibaru kuchi wo soroete
Bagu de, magure, mitomenee zettee
Maji de? Kore wo ma
Zenbu namami de?

It's namami, it's namami, yeah-yeah-yeah-yeah
Bling-bang-bang, bling-bang-bang-born
Bling-bang-bang, bling-bang-bang-born

Jitsuryoku wo hakki shikiru mae ni
Aite no hou ga bakkurete kurashii
Agarikiru haadoru very happy
Akiraka ni dantotsu de pikaichi
Aika warazu dappi shiteru mainichi 
Dare no nanahikari mo iranai omae no ice yori icy 
Ore, patto mi dekinai koto bakkari da kedo very happy
Aa, kiretеru, akireteru mawari
Megu marеteru kazoku tomodachi 
Mou hansoku teki tachiichi, mina ore ni makase tokeba ii 
Kyoukasho ni nai, mondaishuu ni nai
Chou bad na majinai, listen
You might also like

Kagami yo kagami kotaechatte
Who's the best? I'm the best! Oh yeah
Namami no mama ikeru toko made
To the next, to the ichiban ue

Now singin'
Bling-bang-bang, bling-bang-bang, bling-bang-bang-born

Bling-bang-bang, bling-bang-bang, bling-bang-bang-born

Bling-bang-bang, bling-bang-bang, bling-bang-bang-born
To the next, to the ichiban ue

Ey-day, ore no mama de iru dake de chou flex
Ey-day, daremo kuchi wo hasamenai 
Ey-day, ore no mama de iru dake de chou flex
Ey-day, daremo kuchi wo hasamasenai 

Yeah, yeah, yeah
Gakureki mo nai zenka mo nai yoyuu de 
bling-bling
Kono sonzai jitai ga bunkazai na noumiso 
bling-bling
Koukyuusha wa kaeru menkyo wa nai aisha 
green, green
Zenkoku kakuchi yurasu ippin
Kono bero ga bling-bling
Baretto nara mantan
Kansai namari namami no kotodama
Ongaku, kouun, shouri no megami, koyoi mo sanmata bang-bang
Manga mitai na yakara to manma de hariaete shimatteru manga
Attou teki chikara kono atama to kuchi kara
Kono karada tattoo wa haittenai
Kono tsura ni kizu mo tsuitenai
Kurikaeshi yarakashiteku dameeji ga
Ikatsui nenrin wo kizamu shiwa
Bling-bang-bang, bling-bang-bang, bling-bang-bang-born
Ore no mama de bling shite, bang shite, bang suru tame ni
Born shite kita nippon, ay!

Kagami yo kagami kotaechatte
Who's the best? I'm the best! Oh yeah
Namami no mama ikeru toko made
To the next, to the ichiban ue

Now singin'
Bling-bang-bang, bling-bang-bang, bling-bang-bang-born

Bling-bang-bang, bling-bang-bang, bling-bang-bang-born

Bling-bang-bang, bling-bang-bang, bling-bang-bang-born
To the next, to the ichiban ue

Ey-day, ore no mama de iru dake de chou flex
Ey-day, daremo kuchi wo hasamenai 
Ey-day, ore no mama de iru dake de chou flex
Ey-day, daremo kuchi wo hasamasenai 
2"
What Makes You Beautiful,https://genius.com/One-direction-what-makes-you-beautiful-lyrics,One Direction,"You're insecure, don't know what for
You're turnin' heads when you walk through the door
Don't need makeup to cover up 
Bein' the way that you are is enough

Everyone else in the room can see it
Everyone else but you
[Chorus: All, 
Harry
]
Baby, you light up my world like nobody else
The way that you flip your hair gets me overwhelmed
But when you smile at the ground, it ain't hard to tell
You don't know, oh-oh, you don't know you're beautiful
If only you saw what I can see
You'll understand why I want you so desperately
Right now I'm looking at you and I can't believe
You don't know, oh-oh, you don't know you're beautiful, oh-oh
That's what makes you beautiful

So c-come on, you got it wrong
To prove I'm right, I put it in a song
I don't know why you're being shy
And turn away when I look into your eyes
You might also like

Everyone else in the room can see it
Everyone else but you
[Chorus: All, 
Harry
, 
Zayn
]
Baby, you light up my world like nobody else (
'Body else
)
The way that you flip your hair gets me overwhelmed
But when you smile at the ground, it ain't hard to tell
You don't know, oh-oh, you don't know you're beautiful (
Oh
)
If only you saw what I can see
You'll understand why I want you so desperately
Right now I'm looking at you and I can't believe
You don't know, oh-oh, you don't know you're beautiful, oh-oh
That's what makes you beautiful

Na, na-na-na, na-na-na, na, na
Na, na-na-na, na-na
Na, na-na-na, na-na-na, na, na
Na, na-na-na, na-na
[Breakdown: Harry, 
All
]
Baby, you light up my world like nobody else
The way that you flip your hair gets me overwhelmed
But when you smile at the ground, it ain't hard to tell
(
You don't know, oh-oh
) 
You don't know you're beautiful
[Chorus: All, 
Harry
, 
Zayn
]
Baby, you light up my world like nobody else (
Light up my world like nobody else
)
The way that you flip your hair (
C'mon
) gets me overwhelmed
But when you smile at the ground (
Smile at the ground
), it ain't hard to tell
You don't know, oh-oh, you don't know you're beautiful (
Oh, woah
)
If only you saw what I can see
You'll understand why I want you so desperately (
Desperately
)
Right now I'm looking at you and I can't believe
You don't know (
Don't know
), oh-oh, you don't know you're beautiful, oh-oh
You don't know you're beautiful, oh-oh
That's what makes you beautiful

78"
I Want It That Way,https://genius.com/Backstreet-boys-i-want-it-that-way-lyrics,Backstreet Boys,"Yeah-eh-eh

You are my fire
The one desire
Believe when I say
I want it that way

But we are two worlds apart
Can't reach to your heart
When you say
That I want it that way
[Chorus: Nick & 
All
]
Tell me why
Ain't nothin' but a heartache
Tell me why
Ain't nothing but a mistake
Tell me why
I never wanna hear you say
I want it that way
[Verse 3: AJ, 
AJ & Brian
]
Am I your 
fire?
Your one 
desire
Yes, I know it's 
too late
But I want it that way
You might also like
[Chorus: AJ, 
All
 & 
Brian
]
Tell me why
Ain't nothin' but a heartache
Tell me why
Ain't nothin' but a mistake
Tell me why
I never wanna hear you say
I want it that way
[Bridge: Kevin, 
Kevin & AJ
]
Now I can see that we're fallin' apart
From the way that it used to be, yeah
No matter the distance, I want you to know
That deep down inside of me
[Verse 4: Howie, 
Nick
 & 
All
]
You are my fire
The one desire
You are (
You are, you are, you are
)
Don't wanna hear you
[Break: All & 
Nick
]
Ain't nothin' but a heartache (
Say, hey, yeah
)
Ain't nothin' but a mistake (
Don't wanna hear you say
)
I never wanna hear you say (
Oh, yeah
)
I want it that way
[Chorus: Brian, 
All
, 
Nick
 & 
AJ
]
Tell me why
Ain't nothin' but a heartache
Tell me why
Ain't nothin' but a mistake
Tell me why
I never wanna hear you say
 (
Don't wanna hear you say
)
I want it that way
Tell me why
Ain't nothin' but a heartache
Ain't nothin' but a mistake
Tell me why
I never wanna hear you say
 (
Never wanna hear you say, yeah
)
I want it that way

'Cause I want it that way
55"
Anuv Jain - Husn (Romanized),https://genius.com/Genius-romanizations-anuv-jain-husn-romanized-lyrics,Genius Romanizations,"Haan, haan

Dekho, dekho, kaisi baatein yahaan ki
Hain saath par hain saath naa bhi
Kya itni aasaan hain?
Dekho, dekho, jaise mere iraade
Vaise kahan tere yahaan the
Haan, kitni nadaan main

Mere husn ke ilaawa kabhi dil bhi maang lo naa
Haaye, pal mein main pighal jaaun, haan
Abh aisa naa karo ki dil jud naa paaye vaapis
Teri baaton se bikhar jaaun, haan

Maana zamana hai deewana
Isiliye tune naa jaana
Tere liye main kaafi hun
Dekho, dekho, yeh zamaane se thak kar
Aate ho kyun masoom ban kar?
Tere liye main kya hi hun? 

Phir aate kyun yahaan karne aankhon mein ho baarish?
Abh aaye toh theher jaao na
Aur puchcho naa zara merе din ke baare mein bhi
Bas itnе mein sambhal jaaun, haan
You might also like

Haan, ek din kabhi koi
Jab bhi padhe kahani teri
Lagta mujhe mere naam ka
Zikr kahi bhi hoga nahi

Haan, main yahin
Meri yeh aankhon mein, aankhon mein toh dekho
Dekho, yeh dil ka haal kya
Honthon se hota na bayaan
Meri yeh aankhon mein, aankhon mein toh dekho
Kaisa naseeb hai mera
Milke bhi naa mujhe mila
Meri yeh aankhon mein, aankhon mein toh dekho
Teri adhoori si wafa
Maangu, main maangu aur naa
Meri yeh aankhon mein, aankhon mein toh dekho

Dekho, dekho, kaisi kheenchi lakeerein
Chahe bhi dil toh bhi naa jeete
Main iss daud mein nahin
Dekho, dekho, kaisi baatein yahaan ki
Baatein yahin dekhun jahan bhi
Main iss daur se nahi
1"
100 MESSAGGI,https://genius.com/Lazza-100-messaggi-lyrics,Lazza,"Ti prego, non cominciare
Sai che per me è già difficile credere a quanto mi facevi male
Ma, se me l'avessi chiesto, avrei scalato l'Everest a mani nude
Anche se odio il freddo e soffro pure di vertigini, io me ne frego
Quando menti, io ti credo
So che sono più di mille quelle cose di me che non tolleravi
Parlare con te è come cercare di afferrare il vento con le mani
Se avevo un problema, mi dicevi di parlarne con chi se ne intende
Guardavo cadere tutto a pezzi come fosse l'11 settembre
Dimmi ancora una bugia, poi una bugia, poi la verità
Era tutto una follia, però una follia per te non si fa
Non ero più a casa mia, neanche a casa mia, solo mille guai
Penso a Davide e Golia, io sarò Golia, tu mi ucciderai
E te l'avrei lasciato fare, perché ero fuori di testa
Dimmi, quando ci si perde, a cosa serve fare festa?
Fumo 'sti fiori del male, tutto quello che mi resta
Ora che mi sento inerme come un verme in fondo al mezcal

Scordati che mi conosci, ora è tardi anche se piangi
È inutile che mi angosci, mi mandi cento messaggi
A cui non risponderò, non ne sono più capace
Sono diventato tutto ciò che odiavo e ti assicuro non mi piace
Dimmelo se te ne accorgi, siamo diventati grandi
Anche se ho dieci orologi, non recupererò gli anni
Scusa se non tornerò, non sai quanto mi dispiace
Che abbiamo fatto la guerra, ma non sapevamo come fare pace
You might also like

Triste quando ci pensavo
Ci mancava tutto quanto, perfino la data di un anniversario
Scrivevano ""È fidanzato"" solo perché finanziavo
Ti darei da bere il sangue perché è tutto ciò che adesso mi è rimasto
Credimi, sembra impossibile accettare che oramai ti ho detto: ""Ciao""
Sto in un bilocale che da quando ti ho cacciata sembra una penthouse
Grande tipo il doppio, ma senza la luce, come ci fosse un black out
Non sono sentimentale
Delle volte tu aprivi la porta e io nemmeno ti sentivo entrare
Ti volevo a tutti i costi, ma eravamo opposti proprio come un polo
Stare insieme è l'arte di risolvere i problemi che non ho da solo
Giuro, non so più chi sono, tutto ciò mi dà fastidio
'Sto mondo a misura d'uomo mi fa sentire in castigo

Scordati che mi conosci, ora è tardi anche se piangi
È inutile che mi angosci, mi mandi cento messaggi
A cui non risponderò, non ne sono più capace
Sono diventato tutto ciò che odiavo e ti assicuro non mi piace
Dimmelo se te ne accorgi, siamo diventati grandi
Anche se ho dieci orologi, non recupererò gli anni
Scusa se non tornerò, non sai quanto mi dispiace
Che abbiamo fatto la guerra, ma non sapevamo come fare pace
3"
Lose Control,https://genius.com/Teddy-swims-lose-control-lyrics,Teddy Swims,"Something's got a hold of me lately
No, I don’t know myself anymore
Feels like the walls are all closin' in
And the devil's knockin’ at my door, woah
Out of my mind, how many times did I tell you
I'm no good at bein' alone?
Yeah, it's taken a toll on me, tryin' my best to keep
From tearin' the skin off my bones, don't you know

I lose control
When you're not next to me
I’m fallin’ apart right in front of you, can't you see?
I lose control
When you’re not next to me, mhm
Yeah, you're breakin' my heart, baby
You make a mess of me

Problematic
The problem is I want your body like a fiend, like a bad habit
Bad habits hard to break when I'm with you
Yeah, I know I can do it on my own
But I want that real full-moon black magic and it takes two
Problematic
The problem is when I’m with you I'm an addict
And I need some relief, my skin and your teeth
Can't see the forest through the trees
Got me down on my knees, darlin', please, oh
See Teddy Swims Live
Get tickets as low as $87
You might also like

I lose control
When you're not next to me
I'm fallin' apart right in front of you, can't you see?
I lose control
When you're not next to me 
Yeah, you're breakin' my heart, baby
You make a mess of me, yeah


I lose control
When you're not here with me, mm
I'm fallin' apart right in front of you, can't you see?
I lose control
When you're not here with me, mhm
Yeah, you're breakin' my heart, baby
You make a mess of me"
"Loser, Baby",https://genius.com/Andrew-underberg-sam-haft-keith-david-and-blake-roman-loser-baby-lyrics,"Andrew Underberg, Sam Haft, Keith David & Blake Roman","So things look bad, and 
your back's against the wall
Your whole existence seems fuckin' hopeless
You're feelin' filthy as a dive bar bathroom stall
Can't face the world sober and dopeless
You've lost your way, you think your life is wrecked
Well, let me just say you're correct

Wait, what?

You're a loser, baby
A loser, goddamn baby
You're a fucked-up little whiny bitch

Hey!

You're a loser, just like me

Thanks, asshole

You're a screws-loose boozer
An only one-star reviews-er
You're a power-bottom at rock bottom
But you got company
You might also like

This supposed to make me feel better?

There was a time I thought that no one could relate
To the gruesome ways in which I'm damaged
But lettin' walls down, it can sometimes set you straight!
We're all livin' in the same shit sandwich

I sold my soul to a psychopathic freak

Haha! And you think that makes you unique?
Get outta here, man!
We're both losers, baby
We're losers, it's okay to be a

Coked-up
, 
dick-suckin' ho?

Baby, that's fine by me!

I'm a loser, 
honey
A 
schmoozer
 and a 
dummy
But at least I know I'm not alone

You're a loser

Just like me

I got an appetite for gamblin'

I got an appetite for samplin'
Every drug and sex toy I can find!

Go ahead baby, sing that song, come on!

I got no holes left to deflower

I sold my soul to 
save my power
Now I'm on that demon's leash

I'm trapped and it gets worse with every hour

You're a loser, baby

A loser, but just maybe if we

Eat shit together, things will end up differently

It's time to lose your self-loathin'
Excuse yourself, let hope in
, baby
Play your card, be who you are

A loser, just like
 
me
3"
VULTURES,https://genius.com/Kanye-west-and-ty-dolla-sign-vultures-lyrics,"¥$, Kanye West & Ty Dolla $ign","[Intro: Ty Dolla $ign & Kanye West, DJ Pharris]
All eyes is on me
Won't tell no lies, won't hold my tongue
Don't cry for me
(This_Chicago,_nigga)
(I want some_Juice)

[Verse 1: Bump J & Lil Durk]
I don't have no rapper friends,_I hang wit' The Vultures
Big-ass toaster, hit you with it, flip it over
Big ol' nigga, he's a big ol' goofy, Rudy Gobert
Jump off in that lane, you gon' get put on a poster
LaFerrari F8, Lamborghini Roadster
I turn ten bricks into twelve, them birds had a growth spurt
We gon' do some shoppin' later, I'ma need some throat first
I just got some head in a Ghost, then I ghost her
Yeah, yeah, out of here, your boyfriend a gopher
I see him out with her, I pr_tend like I don't know her
I can't do no f_atures with you, nigga, it's a ""No, sir""
Hardest nigga on Earth, I'm not really from Earth
We don't dial 9-1-1, I let off that chrome first
I put in my own work, better do your homework
I can hear that money callin', I pick up the first ring (Go, go)
What you gon' charge that old man for that pussy?
Girl, don't hurt me [Verse 2: Lil Durk & DJ Pharris]
Iced out all my scammer hoes, boost all they insurance up
Iced out all my ghetto hoes who turned into influencers
Smurkio, fuck that bitch and leave, I don't care who she fuck
Best shit out her closet, it's hot as hell, she got on Yeezy UGGS
I got moes with me, Bump out the feds, mean I got foes with me
You got goofies with you, before I do that, I keep some hoes with me
Askin' for my gun when I'm in Cali', nigga, this your city
Why you DM'in' my bitch actin' like we fuck? These hoes below-silly
Street niggas want ramen, I don't like calamari
Took her out that cheap shit, took her to Bvlgari
Never tell her, ""Sorry,"" this car a Ferrari
Offset with this Cuban link, you think she was Cardi, go (This Chicago, nigga, go)

[Verse 3: Kanye West]
Three gang leaders with me all times
I don't know who I fucked last night, I got Alzheimer's
I don't know who them hoes is, man, they all lyin'
Brody, tell me who them hoes is, man, they all fine
Huntin' hooligans, and we with the foolishness
How I'm anti-Semitic? I just fucked a Jewish bitch
I just fucked Scooter's bitch and we ran her like Olympics
Got pregnant in the threesome, so whose baby is it?
Whose baby is it?
My niggas puttin' belt to ass, pull up with the switches
This ain't Jimmy Butler, but the heat got extensions
This ain't Columbine, but we came in with the trenches [Verse 4: Ty Dolla $ign & Kanye West]
She askin' me to aim for her neck, 'cause her boyfriend bought that necklace
With the trenches, precious, with the trenches
Fuck it, I scratched another nigga woman up off my checklist
With the trenches, I've been livin' reckless
I wish Takeoff wasn't there that night in Houston, Texas (With the trenches)
Wish I could bring G.Ca$$o back, that was my best friend
Chordz, I need you to give me somethin' big, I'm talkin' 'bout dollar signs
Skinny pants flow, tell the ho, ""No, I don't wanna fuck""
She can suck-suck-suck it 'til she suck it dry
California nigga with some European freaks
Bad-ass bitch from the Middle E-E-E-East wanna lick on me
Stick on me, even though I got security
Even though she got a man, she know he ain't as pure as me, seriously
Soon as I get back, tradin' in my Urus for the Puro' keys
Couple grey hairs up in my beard, that's showin' my maturity, yeah
Ayy, shoutout to my symphony
9th Ave, Spaced Out, we did that shit so differently and brilliantly
Dolla $ign, Iggy, and we birth YG
Fades in the backyard, no talkin', take flight instantly
Ayy, Nate 3D, boot up my nigga, James Koo
My nigga, that's D.R.U.G.$
She snortin' that P out the D
She want me to put some of this coke in her butt, ugh
She Russian, I beat up the pussy for Ukraine
Bought her a bag and I filled it with loose change
Just like my exes, she told me that, ""You changed,"" yeah, yeah, yeah
Dolla'd done rather be fuckin' it up
Still screamin', ""Free TC, Melly, and Thug""
Fuck the police, the DA, and the judge
Way out in Saudi, I found me a plug
Don't wanna go out, she'd rather do drugs
Can't be my main if we met in the club, ooh [Outro: 2 Eleven]
Give me somethin', bitch, I'm talkin' 'bout dollar signs
Look it here, ho, I don't wanna fuck
Here's a buck, but a buck, buck, buck
I'm shootin', game to light that
Give me somethin', bitch, I'm talkin' 'bout dollar signs
Look it here, ho, I don't wanna fuck
Here's a buck, but a buck, buck, buck
I'm shootin', game to light that
Game to light that�
Game to light that�
Game to light that�
Game to light that�
Game to light that�"
